id,title,subtitle,source_url,content,published_date,event_start_date,event_end_date
faup-34937,Aula Aberta por Paulo Farinha Marques: 'Arquitetura  e paisagismo: sinergia de interesse público',"2 de Março de 2017 (Quinta-feira), 11h00, Sala do Janelão - FAUP",https://sigarra.up.pt/faup/pt/noticias_geral.ver_noticia?p_nr=34937,"<div><p>Paulo Farinha Marques,&#160;Arquitecto Paisagista e Professor Associado da Universidade do Porto, &#233; o convidado para a 8&#170; sess&#227;o do 
Ciclo de Aulas Abertas: 'Das Devesas a General Torres | Territ&#243;rios em transforma&#231;&#227;o urbana'
.
<br>
<br>
A confer&#234;ncia ser&#225; subordinada ao tema 'Arquitetura e paisagismo: sinergia de interesse p&#250;blico' e ocorrer&#225; a 3 de Mar&#231;o, &#224;s 11h00, na Sala do Janel&#227;o - FAUP.
<br>
<br>
<em>A entrada &#233; livre, sujeita &#224; lota&#231;&#227;o da sala.</em>
<br>
<em>Programa sujeito a altera&#231;&#245;es, sem aviso pr&#233;vio.<br></em>
<br>
<strong>Paulo Farinha Marques</strong>
<br>
Arquitecto Paisagista e Professor Associado de Arquitectura Paisagista da Universidade do Porto; respons&#225;vel pelo grupo de Arquitectura Paisagista do Centro de Investiga&#231;&#227;o em Biodiversidade e Recursos Gen&#233;ticos da Universidade do Porto (CIBIO - InBio)
<br>
1963 Luanda; 1963 Lisboa; 1988 Porto; 1990 Sheffield, UK; 1994 Porto; 1996 Porto-Aveiro; 1998 Porto-Vila Real; 2003 Porto (...) Desde que aos 8 anos disputou com o pai um canteiro para plantar violetas e t&#250;lipas n&#227;o mais cessou de seguir o fasc&#237;nio da din&#226;mica e da est&#233;tica dos espa&#231;os vivos. Em lugares maiores, entre sebes de marmeleiros, freixos e galinhas de &#225;gua confirma um interesse forte por ecologia e sua express&#227;o sensorial. Convicto de que um mundo melhor, mais belo e mais justo, se perspectiva pela ac&#231;&#227;o do ordenamento e desenho do espa&#231;o exterior, busca intensamente a &#225;rea profissional onde isso possa ser concretizado. Forma-se em Arquitectura Paisagista em Lisboa e afasta-se da paisagem ribatejana para praticar no Porto. Testa a anglofilia num programa de doutoramento em Inglaterra e redefine a sua aprecia&#231;&#227;o sobre Portugal. Volta motivado pela constru&#231;&#227;o da modernidade atrav&#233;s da educa&#231;&#227;o e promove, em conjunto com outros colegas, a instala&#231;&#227;o da arquitectura paisagista ao n&#237;vel da aprendizagem universit&#225;ria no norte de Portugal.
<br>
Combinando pr&#225;tica e actividade acad&#233;mica, vai descobrindo a maneira de abordar o projecto de arquitectura paisagista sob a forma de projecto de investiga&#231;&#227;o, valorizando o desenho do espa&#231;o e o trabalho de campo como ferramentas essenciais para a resposta a quest&#245;es fundamentais sobre a integra&#231;&#227;o do Homem com a Natureza.
<br>
<br>
O Ciclo de Aulas Abertas: 'Das Devesas a General Torres | Territ&#243;rios em transforma&#231;&#227;o urbana' &#233; organizado&#160;pelos Docentes das Unidades Curriculares 
Projecto 5
 e 
Teoria 4
 (Territ&#243;rios e Formas Urbanas) do Mestrado Integrado em Arquitectura (MIArq),&#160;
Teresa Calix
 e 
&#193;lvaro Domingues
, e pelo&#160;Grupo de investiga&#231;&#227;o 
MDT - Morfologias e Din&#226;micas do Territ&#243;rio
 do CEAU-FAUP.&#160;
<br>
<br>
+ info
<br>
Ciclo de Aulas Abertas: 'Das Devesas a General Torres | Territ&#243;rios em transforma&#231;&#227;o urbana'
<em><br></em>


</p>





</div>",2017-03-01,2017-03-02,2017-03-02
fmup-34694,"1º Simpósio ""Cérebro e Atividade Física""",16 de março de 2017 | Auditório CIM,https://sigarra.up.pt/fmup/pt/noticias_geral.ver_noticia?p_nr=34694,"<div>
<img src=""https://sigarra.up.pt/fmup/pt/noticias_geral.noticias_cont?p_id=F-1803421418/C%C3%A9rebroe%20atividade%20f%C3%ADsica16mar%C3%A7o.jpg"">


<strong><br><br>Inscri&#231;&#245;es gratuitas: cerebrodesportivo@gmail.com&#160;</strong>








</div>",2017-03-01,2017-03-16,2017-03-16
up-74333,Início de Procedimento - Proposta de alteração do Regulamento Geral de Segundos Ciclos de Estudos da Universidade do Porto,Constituição de interessados até 15 de março de 2017,https://sigarra.up.pt/up/pt/noticias_geral.ver_noticia?p_nr=74333,"<div><p>Nos termos do disposto no n&#186; 1 do art&#186;. 98&#186; do CPA, o Reitor da Universidade do Porto torna p&#250;blico o in&#237;cio do 
<strong>procedimento de altera&#231;&#227;o ao Regulamento Geral dos Segundos Ciclos de Estudos da U.Porto</strong>
. 
<br>
<br>
Os interessados que pretendam se constituir como tal no procedimento dever&#227;o enviar um email para 
formacao@reit.up.pt
, com o assunto 
<strong><em>Constitui&#231;&#227;o como Interessados &#8211; Regulamento Geral dos Segundos Ciclos de Estudos da U.Porto</em></strong>
, com os seus dados (nome completo, n&#250;mero de identifica&#231;&#227;o civil, morada e o respetivo endere&#231;o eletr&#243;nico, dando expresso consentimento para que este seja utilizado para os efeitos previstos na al. c) do n&#186; 1 do art. 112&#186; do CPA), bem como com eventuais contributos para a elabora&#231;&#227;o do regulamento, 
<strong>at&#233; dia 15 de mar&#231;o de 2017</strong>
.

</p>





</div>",2017-03-01,,
faup-34957,Cursos de Formação Pedagógica para Docentes · Março 2017,Inscrições abertas!,https://sigarra.up.pt/faup/pt/noticias_geral.ver_noticia?p_nr=34957,"<div><p>Est&#227;o abertas as inscri&#231;&#245;es para os Cursos de Forma&#231;&#227;o Pedag&#243;gica para Docentes da Universidade do Porto que v&#227;o decorrer em Mar&#231;o de 2017:
<br>


</p><p>
<img src=""https://sigarra.up.pt/faup/pt/noticias_geral.noticias_cont?p_id=F8970649/170301-FormacaoUP-700px.png""></p>

+ info
<br>
inovacaopedagogica.up.pt








</div>",2017-03-01,,
flup-60142,Conversa com Ondjaki e Júlio de Almeida,6 de março | 16h00 | Sala de Reuniões,https://sigarra.up.pt/flup/pt/noticias_geral.ver_noticia?p_nr=60142,"<div><img src=""https://sigarra.up.pt/flup/pt/noticias_geral.noticias_cont?p_id=F-1074911109/Ondjaki-J%C3%BAlio%20Almeida-06%20mar%C3%A7o.jpg"">








</div>",2017-03-01,2017-03-06,2017-03-06
fcup-21731,Neptune Seminar Series | Inês Campos ,3 março 2017 | 12h00 | CIIMAR,https://sigarra.up.pt/fcup/pt/noticias_geral.ver_noticia?p_nr=21731,"<div><p>LOCAL | PISO&#160;3 do Novo Terminal de Cruzeiros do Porto de Leix&#245;es, CIIMAR</p>


TITLE | <strong>Hydrolyzed feather meal as a fishmeal replacement in European seabass (Dicentrarchus labrax) diets</strong>


&#160;


SPEAKER | <strong>In&#234;s Campos</strong>


&#160;


ABSTRACT | The agro-food industry generates large amounts of by-products that can be valorized and become new sources of nutrients. This could increase the sustainability of the aquaculture sector and reduce the waste management of local agro-food industries, contributing to a functional circular economy.


This study evaluated several agro-food by-products showing they can be valuable nutrient sources for European seabass diets. It was possible to replace up to 76% fishmeal in seabass diets with hydrolyzed feather meal (HF) without impairing growth, immune status or the long-chain omega-3 fatty acids in muscle. Phosphorus digestibility was improved with the dietary incorporation of HF, decreasing fecal P losses. Since hydrolyzed feather meal was obtained by rendering locally produced by-products, its use could help reduce the need for imported feedstuffs, thus diminishing the carbon footprint of the aquafeed sector.<br><br>
<img src=""https://sigarra.up.pt/fcup/pt/noticias_geral.noticias_cont?p_id=F-2044875897/In%C3%AAs%20Campos.png""><br><br>Divulgue os seus eventos e projetos&#160;| comunica@fc.up.pt<br>&#160;


<p><br><br></p>








</div>",2017-03-01,,
fmup-34654,3º Encontro de Medicina Geral e Familiar | Matosinhos ,12 e 13 de maio de 2017,https://sigarra.up.pt/fmup/pt/noticias_geral.ver_noticia?p_nr=34654,"<div>
<img src=""https://sigarra.up.pt/fmup/pt/noticias_geral.noticias_cont?p_id=F1075964541/0001%20(7).jpg""><br><br><br><br>
<p>Mais informa&#231;&#245;es:<br><br>http://nucleodeinternosab.wixsite.com/enmgfmatosinhos<br>https://www.facebook.com/enmgfmatosinhos/<br>enmgf.matosinhos@gmail.com&#160;</p>

            







</div>",2017-03-01,,
fbaup-13541,Conversa com o artista Hugo Canoilas,Aula Magna | 06 março | 16h,https://sigarra.up.pt/fbaup/pt/noticias_geral.ver_noticia?p_nr=13541,"<div><br>
Conversa com o artista Hugo Canoilas integrado na bolsa da SONAE que o artista est&#225; a desenvolver com o Museu do Chiado
.
<br>
<br>


<img src=""https://sigarra.up.pt/fbaup/pt/noticias_geral.noticias_cont?p_id=F1870624143/HCanoilas.jpg"">








</div>",2017-03-01,2017-03-06,2017-03-06
fdup-18114,Aula Aberta - A Concorrência desleal à luz da diligência profissional,Dia 8 de maio - 17h,https://sigarra.up.pt/fdup/pt/noticias_geral.ver_noticia?p_nr=18114,"<div><p>A Aula Aberta que ir&#225; decorrer no dia 8 de maio, subordinada ao tema ""A concorr&#234;ncia desleal &#224; luz da dilig&#234;ncia profissional"", ser&#225; proferida pelo Prof. Hans-Georg Koppensteiner,&#160; um dos mais reputados juristas de l&#237;ngua germ&#226;nica, tendo vasta obra publicada. Fez um LLM em Berkeley, Calif&#243;rnia, &#233; professor catedr&#225;tico da Universidade de Salzburgo e &#233; um dos comentaristas do mais importante coment&#225;rio sobre a lei de sociedades alem&#227; (o K&#246;lner Kommentar). 
<br>


</p><p>Trata-se de uma oportunidade imperd&#237;vel, para todo o jurista, poder ouvir e beneficiar da partilha do seu imenso saber.</p>


<br>
 

Cartaz
<br>
<br>
A Aula Aberta ser&#225; moderada pelo Prof. Doutor Paulo de Tarso Domingues e ser&#225; proferida em l&#237;ngua portuguesa.
<br>
<br>
Entrada livre n&#227;o sujeita a inscri&#231;&#227;o.







</div>",2017-03-01,2017-05-08,2017-05-08
ffup-17715,Provas Académicas,Este grupo de notícias lista as Provas Académicas que irão decorrer na Faculdade de Farmácia da Universidade do Porto.,https://sigarra.up.pt/ffup/pt/noticias_geral.ver_noticia?p_nr=17715,"<div><p>Se apenas visualiza esta not&#237;cia &#233; porque n&#227;o h&#225; de momento provas agendadas.
<br>
Poder&#225; consultar os anuncios de provas j&#225; decorridas atrav&#233;s da op&#231;&#227;o de ""Pesquisa"", selecionando o grupo ""Provas Acad&#233;micas"" e&#160;introduzindo uma data de in&#237;cio e de fim de visualiza&#231;&#227;o.

</p>





</div>",2017-03-01,,
feup-62489,PALESTRA: Fatigue fracture of long term operated structural steel components in terms of energy ,1 março | 15h00 | Sala de Atos Prof. Vasco Sá | DEMec,https://sigarra.up.pt/feup/pt/noticias_geral.ver_noticia?p_nr=62489,"<div><p>Informa-se toda a comunidade FEUP que ir&#225; realizar-se no <strong>dia 1 de mar&#231;o, &#224;s 15h00</strong>, na Sala de Atos Prof. Vasco S&#225;, DEMec (L119), a seguinte palestra: <strong>Fatigue fracture of long term operated structural steel components in terms of energy approach, </strong>proferida por <strong>Grzegorz Lesiuk </strong>da Universidade de Ci&#234;ncia e Tecnologia de Wroc&#322;aw, Pol&#243;nia<strong>.&#160; A palestra estar&#225; aberta &#224; comunidade acad&#233;mica</strong> at&#233; &#224; lota&#231;&#227;o da sala.</p>


<p>&#160;</p>


<p>Contacto: Prof. Ab&#237;lio de Jesus (DEMec) - ajesus@fe.up.pt /Dr. Jos&#233; Correia (INEGI/FEUP &#8211; jacorreia@inegi.up.pt)</p>


<p><strong>&#160;</strong></p>


<p><strong>Abstract:</strong></p>


<p>Fatigue crack growth behaviour in structural components from the old 19th century structures (e.g. bridges) has been investigated. In the course of long-term operation, these steels (especially puddle iron) show susceptibility to degradation processes. Exemplary results of metallographic tests (light microscopy and SEM) and mechanical-properties tests (hardness measurements and static tensile tests) have been performed. The problem of crack closure has been involved in fatigue crack growth process during the experiments and its understanding is fundamental for the analysis of stress ratio effects on KFFD (Kinetic Fatigue Fracture Diagram). An experimental and numerical approach has been developed for the evaluation of the crack closure/opening forces based on the hysteresis loop deformation. The implemented algorithm in the numerical environment gives promising results in the description of the kinetics of fatigue crack growth of the old metallic materials with consideration of crack closure effect. The problem of fatigue crack growth rate description from the energy point of view has been presented and discussed. In this case, the theoretical and experimental results of fatigue crack growth from modern and old steel have been presented. According to the theoretical background - the energy parameter &#916;H is introduced as a crack driving force in construction of fatigue crack growth rate (FCGR) diagrams. The physical explanation of this model is also presented. In experimental parts of this work, the kinetics fatigue fracture diagrams (KFFD) for AISI 5140 steel were constructed. As it has been confirmed, the energy parameter &#916;H describes the kinetics of fatigue crack growth much more synonymously than the classical stress intensity factor - &#916;K.</p>


<p><strong>Short bio:</strong></p>


<p>Prof. Grzegorz Lesiuk</p>


<p>Faculty of Mechanical Engineering</p>


<p>Department of Mechanics, Materials Science and Engineering</p>


<p>Wroc&#322;aw University of Science and Technology, Poland<br><br>
<img src=""https://sigarra.up.pt/feup/pt/noticias_geral.noticias_cont?p_id=F1230194726/lesiuk.jpg""></p>


<p>Dr Grzegorz Lesiuk is a lecturer in the Department of Mechanics, Materials Science and Engineering, Faculty of Mechanical Engineering at the Wroc&#322;aw University of Science and Technology. The research field of Dr. Lesiuk is connected with the microstructural degradation processes and its potential influence on the mechanical properties of long term operated steel structural members. Another important part of research is Fracture Mechanics and Fatigue Fracture in terms of energy methods. During the last four years Dr. Lesiuk extensively cooperate with Polish and European companies in R+D, Energy, automotive and railway sector. Dr. Lesiuk at Wroclaw University of Science and Technology conducts regular lectures and classes: classical mechanics, dynamics, differential equations, fracture mechanics. He is invited as a guest lecturer to The Witelon State University of Applied Sciences in Legnica, Poland (lectures in: Fracture Mechanics, Lightweight Structures, Engineering Failure Analysis). Dr. Lesiuk is a member of Polish Group of Fracture Mechanics.<br><br><br><br><br>::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::&#160;<br>Divulgue os seus eventos e projetos atrav&#233;s do e-mail:&#160;noticias@fe.up.pt. Saiba mais sobre os nossos servi&#231;os no&#160;site&#160;dos SICC.</p>








</div>",2017-02-27,2017-03-01,2017-03-01
flup-60103,"Seminário JRAAS ""Traduzir no mundo global, ou o fim da (in)visibilidade""",7 de março | 15h30 | sala de reuniões,https://sigarra.up.pt/flup/pt/noticias_geral.ver_noticia?p_nr=60103,"<div><p>Com o intuito de promover a discuss&#227;o de temas da literatura e cultura anglo-americanas, os Semin&#225;rios JRAAS contam com a presen&#231;a de diferentes oradores que apresentar&#227;o as suas comunica&#231;&#245;es seguidas de um debate destinado a toda a comunidade acad&#233;mica.<br><br>O sexto&#160;Semin&#225;rio JRAAS (Cap&#237;tulo VI) decorrer&#225; no dia 7&#160;de mar&#231;o&#160;&#224;s 15h30, na FLUP, na sala de reuni&#245;es do piso 2, e contar&#225; com a comunica&#231;&#227;o de Suzana&#160;Noronha&#160;Cunha, seguida de debate com o p&#250;blico.</p>


<p>Mais informa&#231;&#227;o em:&#160;http://cetaps.com/?id=15&#160;<br><br>Entrada Livre<br>
<img src=""https://sigarra.up.pt/flup/pt/noticias_geral.noticias_cont?p_id=F-470096158/Semin%C3%A1rio%20JRAAS%20Suzana%20Noronha%20Cunha-1.jpg""></p>








</div>",2017-02-27,2017-03-07,2017-03-07
faup-34837,Ciclo 'Arquitectura e Cinema' com curtas do projecto 'Ruptura Silenciosa',"8, 15, 22 e 29 de Março/ 19 e 26 de Abril de 2017, 18h30, Salão Nobre - Universidade Lusofona do Porto (capela)",https://sigarra.up.pt/faup/pt/noticias_geral.ver_noticia?p_nr=34837,"<div><p>O Cineclube da Universidade Lusofona do Porto apresenta, durante os meses de Mar&#231;o e Abril, o Ciclo de 'Arquitectura e Cinema' com uma selec&#231;&#227;o de curtas-metragens realizadas e produzidos no contexto&#160;do projecto de investiga&#231;&#227;o da Faculdade de Arquitectura da Universidade do Porto 'Ruptura Silenciosa. Intersec&#231;&#245;es entre a Arquitectura e o Cinema. Portugal 1960-74', coordenado pelo arquitecto Lu&#237;s Urbano, Professor da FAUP e Investigador do CEAU-FAUP.
<br>
<br>
Este ciclo &#233;&#160;organizado pelo Departamento de Arquitectura da Universidade Lusofona do Porto e pelo Grupo ATPH do Centro de Estudos de Arquitectura e Urbanismo da Faculdade de Arquitectura da Universidade do Porto.
<br>
<br>
As sess&#245;es ter&#227;o lugar no Sal&#227;o Nobre, da Universidade Lusofona do Porto (capela), &#224;s 18h30.
<br>
<br>
+ info
<br>
rupturasilenciosa.com
<br>
<br>


<img src=""https://sigarra.up.pt/faup/pt/noticias_geral.noticias_cont?p_id=F-1715439790/170227-Arquitectua-e-Cinema.png"">


</p>





</div>",2017-02-27,,
